doc_text,name,lat,lon,country_code3,admin1_name,admin2_name,feature_code,start_char,end_char
S/2022/409_PAR_34_SEN_2,"From 21 April to 3 May, she travelled to Germany, France and the United Kingdom to discuss the situation and the way forward in Libya.",Republic of France,46.0,2.0,FRA,,,PCLI,50,56
S/2022/409_PAR_34_SEN_2,"From 21 April to 3 May, she travelled to Germany, France and the United Kingdom to discuss the situation and the way forward in Libya.",United Kingdom of Great Britain and Northern Ireland,54.75844,-2.69531,GBR,,,PCLI,61,79
S/2022/409_PAR_34_SEN_2,"From 21 April to 3 May, she travelled to Germany, France and the United Kingdom to discuss the situation and the way forward in Libya.",Libya,28.0,17.0,LBY,,,PCLI,128,133
S/2022/409_PAR_35_SEN_1,The political instability in Libya following the postponement of national elections had an impact on the security situation in the west of the country.,Libya,28.0,17.0,LBY,,,PCLI,29,34
S/2022/409_PAR_35_SEN_3,"In the early morning of 10 February, unidentified assailants reportedly fired at Mr. Al Dabiba’s motorcade in Suq al -Jum‘ah, Tr ipoli.",Sūq al Jum‘ah,19.21667,41.31667,SAU,,,PPL,110,124
S/2022/409_PAR_35_SEN_3,"In the early morning of 10 February, unidentified assailants reportedly fired at Mr. Al Dabiba’s motorcade in Suq al -Jum‘ah, Tr ipoli.",Russian Federation,60.0,100.0,RUS,,,PCLI,126,134
S/2022/409_PAR_36_SEN_1,"On 16 February, in southern Tripoli, clashes were reported between the 55th Infantry Brigade and the 3rd Infantry Company at the Sawani bridge.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,28,35
S/2022/409_PAR_36_SEN_1,"On 16 February, in southern Tripoli, clashes were reported between the 55th Infantry Brigade and the 3rd Infantry Company at the Sawani bridge.",Qurjī,32.86667,13.15,LBY,Tripoli,,PPL,129,135
S/2022/409_PAR_36_SEN_2,"On 24 February, one person was injure d when assailants allegedly affiliated with a Tripoli armed group targeted the venue of the High State Council session in an apparent effort to disrupt the proceedings.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,84,91
S/2022/409_PAR_37_SEN_1,Several armed groups in western Libya shifted their affiliations as they sought to forge new alliances in support of political actors vying for control of the executive in Tripoli.,Libya,28.0,17.0,LBY,,,PCLI,32,37
S/2022/409_PAR_37_SEN_1,Several armed groups in western Libya shifted their affiliations as they sought to forge new alliances in support of political actors vying for control of the executive in Tripoli.,Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,172,179
S/2022/409_PAR_37_SEN_2,"On 1 March, leaders of prominent armed groups and military forces in western Libya issued a video statement calling for elections and rejecting the vote of confidence by the House of Representatives in the cabinet presented by Mr. Bashagha.",Libya,28.0,17.0,LBY,,,PCLI,77,82
S/2022/409_PAR_38_SEN_1,"On 2 March, ahead of the House of Representatives swearing -in ceremo ny, UNSMIL received reports that two individuals nominated by Mr. Bashagha as members of his cabinet were prevented by armed groups from travelling to Tubruq to attend the ceremony.",Tobruk,32.08963,23.95385,LBY,Al Buţnān,,PPLA,221,227
S/2022/409_PAR_38_SEN_3,"From 3 to 23 March, the Government of National Unity suspended domestic flights from Tripoli to eastern Libya, reportedly to prevent Mr. Bashagha’s cabinet nominees from travelling to Tubruq.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,85,92
S/2022/409_PAR_38_SEN_3,"From 3 to 23 March, the Government of National Unity suspended domestic flights from Tripoli to eastern Libya, reportedly to prevent Mr. Bashagha’s cabinet nominees from travelling to Tubruq.",Libya,28.0,17.0,LBY,,,PCLI,104,109
S/2022/409_PAR_38_SEN_3,"From 3 to 23 March, the Government of National Unity suspended domestic flights from Tripoli to eastern Libya, reportedly to prevent Mr. Bashagha’s cabinet nominees from travelling to Tubruq.",Tobruk,32.08963,23.95385,LBY,Al Buţnān,,PPLA,184,190
S/2022/409_PAR_39_SEN_1,"On 10 March, a convoy of armed groups supportive of Mr. Bashagha moving from Misratah towards Tripoli was stopped by armed forces affiliated with the Government of National Unity, resulting in a standoff on the outskirts of Tripoli that heightened tension in the capital.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,77,85
S/2022/409_PAR_39_SEN_1,"On 10 March, a convoy of armed groups supportive of Mr. Bashagha moving from Misratah towards Tripoli was stopped by armed forces affiliated with the Government of National Unity, resulting in a standoff on the outskirts of Tripoli that heightened tension in the capital.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,94,101
S/2022/409_PAR_39_SEN_1,"On 10 March, a convoy of armed groups supportive of Mr. Bashagha moving from Misratah towards Tripoli was stopped by armed forces affiliated with the Government of National Unity, resulting in a standoff on the outskirts of Tripoli that heightened tension in the capital.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,224,231
S/2022/409_PAR_39_SEN_2,"In re sponse to the tension around Tripoli, armed actors supportive of Mr. Bashagha also mobilized in other parts of western Libya, including Zawiyah, Warshafanah and Zintan.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,35,42
S/2022/409_PAR_39_SEN_2,"In re sponse to the tension around Tripoli, armed actors supportive of Mr. Bashagha also mobilized in other parts of western Libya, including Zawiyah, Warshafanah and Zintan.",Libya,28.0,17.0,LBY,,,PCLI,125,130
S/2022/409_PAR_39_SEN_2,"In re sponse to the tension around Tripoli, armed actors supportive of Mr. Bashagha also mobilized in other parts of western Libya, including Zawiyah, Warshafanah and Zintan.",Al Bayḑā’,32.76272,21.75506,LBY,Al Jabal al Akhḑar,,PPLA,142,149
S/2022/409_PAR_39_SEN_2,"In re sponse to the tension around Tripoli, armed actors supportive of Mr. Bashagha also mobilized in other parts of western Libya, including Zawiyah, Warshafanah and Zintan.",,,,,,,,151,162
S/2022/409_PAR_39_SEN_2,"In re sponse to the tension around Tripoli, armed actors supportive of Mr. Bashagha also mobilized in other parts of western Libya, including Zawiyah, Warshafanah and Zintan.",Zintan,31.93155,12.25291,LBY,Jabal al Gharbi,,PPL,167,173
S/2022/409_PAR_39_SEN_4,"As a result, the armed convoy of Mr. Bashagha’s supporters returned to Misratah.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,71,79
S/2022/409_PAR_39_SEN_5,"Late on 16 May, Mr. Bashagha entered Tripoli, triggering clashes between armed groups the following day.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,37,44
S/2022/409_PAR_39_SEN_6,He subsequently left t he city and the situation normalized.,Jerusalem,31.76904,35.21633,ISR,Jerusalem,,PPLA,21,30
S/2022/409_PAR_41_SEN_1,"In a sign of increasingly vocal de mands from across the country for elections, demonstrators gathered in Shahhat on 25 February and Qubbah on 8 March, calling for parliamentary elections and for the House of Representatives and the High State Council to be disbanded.",,,,,,,,106,113
S/2022/409_PAR_41_SEN_1,"In a sign of increasingly vocal de mands from across the country for elections, demonstrators gathered in Shahhat on 25 February and Qubbah on 8 March, calling for parliamentary elections and for the House of Representatives and the High State Council to be disbanded.",Al Qubbah,30.57646,31.33469,EGY,Sharqia,,PPL,133,139
S/2022/409_PAR_42_SEN_1,"On 27 February, 2 6 Chadian fighters were reported to have been killed and 14 others captured in clashes with the Libyan National Army near Tazirbu, south -east of Kufrah.",Kufra,24.16667,23.25,LBY,Al Kufrah,,OAS,164,170
S/2022/409_PAR_43_SEN_1,The security situation in southern Libya remained challen ging owing to fragmentation and contestation among security actors and the presence of organized criminal groups and violent extremist organizations.,Libya,28.0,17.0,LBY,,,PCLI,35,40
S/2022/409_PAR_43_SEN_2,"The Libyan National Army conducted security operations, targeting smuggling networks in Awbari and Sabha a s well as in areas near the border with Algeria.",Ubari,26.59034,12.77511,LBY,Wādī al Ḩayāt,,PPLA,88,94
S/2022/409_PAR_43_SEN_2,"The Libyan National Army conducted security operations, targeting smuggling networks in Awbari and Sabha a s well as in areas near the border with Algeria.",Sabhā,27.03766,14.42832,LBY,Sabhā,,PPLA,99,104
S/2022/409_PAR_43_SEN_2,"The Libyan National Army conducted security operations, targeting smuggling networks in Awbari and Sabha a s well as in areas near the border with Algeria.",People’s Democratic Republic of Algeria,28.0,3.0,DZA,,,PCLI,147,154
S/2022/409_PAR_43_SEN_3,"On 17 January, the Army reportedly withdrew from Ghat following protests against its presence.",Ghat,24.96334,10.18003,LBY,Ghāt,,PPLA,49,53
S/2022/409_PAR_43_SEN_4,"On 29 January in Sabha, the head of a petroleum services company was killed and three other people were injured in an attack reportedly linked to disputes over fuel smuggling.",Sabhā,27.03766,14.42832,LBY,Sabhā,,PPLA,17,22
S/2022/409_PAR_44_SEN_1,"Since January 2022, southern Libya has witnessed an increase in asymmetric attacks, as Libyan National Army operations have targeted violent extremist organizations.",Libya,28.0,17.0,LBY,,,PCLI,29,34
S/2022/409_PAR_44_SEN_2,"On 24 January, two Army personnel were killed in an attack between Qatrun and Taraghin cla imed by Da’esh, which also claimed responsibility for killing another two Army personnel in a separate ambush between Umm al -Aranib and Qatrun on 24 January.",Al Qaţrūn,24.95139,14.64861,LBY,Murzuq,,PPL,67,73
S/2022/409_PAR_44_SEN_2,"On 24 January, two Army personnel were killed in an attack between Qatrun and Taraghin cla imed by Da’esh, which also claimed responsibility for killing another two Army personnel in a separate ambush between Umm al -Aranib and Qatrun on 24 January.",Umm al Arānib,26.13386,14.7372,LBY,Murzuq,,PPL,209,223
S/2022/409_PAR_44_SEN_2,"On 24 January, two Army personnel were killed in an attack between Qatrun and Taraghin cla imed by Da’esh, which also claimed responsibility for killing another two Army personnel in a separate ambush between Umm al -Aranib and Qatrun on 24 January.",Al Qaţrūn,24.95139,14.64861,LBY,Murzuq,,PPL,228,234
S/2022/409_PAR_45_SEN_1,"On 26 January, 19 Da’esh fighters were reportedly killed during counter - terrorism operations by the Libyan National Army in the Asidah mountains east of Qatrun, while a separate ambush by Da’esh south of Traghin reportedly left three Army personnel dead.",,,,,,,,130,136
S/2022/409_PAR_45_SEN_1,"On 26 January, 19 Da’esh fighters were reportedly killed during counter - terrorism operations by the Libyan National Army in the Asidah mountains east of Qatrun, while a separate ambush by Da’esh south of Traghin reportedly left three Army personnel dead.",Al Qaţrūn,24.95139,14.64861,LBY,Murzuq,,PPL,155,161
S/2022/409_PAR_45_SEN_1,"On 26 January, 19 Da’esh fighters were reportedly killed during counter - terrorism operations by the Libyan National Army in the Asidah mountains east of Qatrun, while a separate ambush by Da’esh south of Traghin reportedly left three Army personnel dead.",Tarāghin,25.92333,14.42056,LBY,Murzuq,,PPL,206,213
S/2022/409_PAR_45_SEN_2,"On the same day, the Council of Fazzan Municipalities called Page 8 on both the Government of Nationa l Unity and the international community to do more to prevent violent extremist organizations from growing in strength in southern Libya.",Libya,28.0,17.0,LBY,,,PCLI,233,238
S/2022/409_PAR_46_SEN_1,"On 2 February, the Libyan National Army conducted counter -terrorism operations in the Haruj mountain area, near Z illah and Fuqaha’, to deter possible Da’esh attacks on local oil fields.",,,,,,,,87,92
S/2022/409_PAR_46_SEN_1,"On 2 February, the Libyan National Army conducted counter -terrorism operations in the Haruj mountain area, near Z illah and Fuqaha’, to deter possible Da’esh attacks on local oil fields.",Georgia,41.99998,43.4999,GEO,,,PCLI,113,120
S/2022/409_PAR_46_SEN_1,"On 2 February, the Libyan National Army conducted counter -terrorism operations in the Haruj mountain area, near Z illah and Fuqaha’, to deter possible Da’esh attacks on local oil fields.",Fuqahā’,16.91667,42.61667,SAU,,,PPL,125,132
S/2022/409_PAR_46_SEN_3,"On 19 February, the security forces in western Libya, including the Misratan Counter - Terrorism Force, arrested four alleged Da’esh fighters.",Libya,28.0,17.0,LBY,,,PCLI,47,52
S/2022/409_PAR_47_SEN_3,"Meanwhile, the economic impact faced by Libyans as a result of the COVID -19 pandemic was further compounded by increases in the p rice of basic commodities following the outbreak of war in Ukraine.",Ukraine,49.0,32.0,UKR,,,PCLI,190,197
S/2022/409_PAR_50_SEN_2,"On 9 January, negotiations between the Government of National Unity and the Petroleum Facilities Guard averted a shutdown of produ ction in western Libya.",Libya,28.0,17.0,LBY,,,PCLI,148,153
S/2022/409_PAR_50_SEN_4,"However, protests by dissident Zintani elements led to the shutdown of oil flows from the Shararah and Fil oil fields on 3 March, leading to a reduction in oil production by 330,000 barrels per day, with the National Oil Corporation declaring force majeure from 6 to 8 March.",Sharārah,15.07011,43.7372,YEM,Sanaa,,PPLX,90,98
S/2022/409_PAR_50_SEN_4,"However, protests by dissident Zintani elements led to the shutdown of oil flows from the Shararah and Fil oil fields on 3 March, leading to a reduction in oil production by 330,000 barrels per day, with the National Oil Corporation declaring force majeure from 6 to 8 March.",Villach,46.61028,13.85583,AUT,Carinthia,Villach Stadt,PPLA2,103,106
S/2022/409_PAR_50_SEN_5,"From 16 April, national oil production was reduced progressively to an estimated 550,000 barrels per day following the closure of the F il, Shararah and other oil fields and all but three oil export ports.",Sharārah,15.07011,43.7372,YEM,Sanaa,,PPLX,140,148
S/2022/409_PAR_56_SEN_1,"Since January 2022, UNSMIL has observed a rapid shrinking of civic space, noting increased attacks on freedom of religion, opinion and expression in Libya.",Libya,28.0,17.0,LBY,,,PCLI,149,154
S/2022/409_PAR_58_SEN_1,"A new United Nations -led international coordination mechanism was launched on 6 February, bringing together United Nations agencies and international partners working on the rule of law in Libya to support and strengthen the c oordination of support related to the Libyan justice system, relevant capacity -building programmes, institutional reform and transitional justice.",Libya,28.0,17.0,LBY,,,PCLI,190,195
S/2022/409_PAR_59_SEN_1,"On 22 February, the Supreme Court extended the suspension of the constitutional chamber, closed since 2014, despite local and international appeals to reactivate it, including to improve access to justice for people in Libya.",Libya,28.0,17.0,LBY,,,PCLI,219,224
S/2022/409_PAR_60_SEN_2,"In January, smear campaigns and online hate speech targeted at least eight men and women human rights defende rs, journalists and members of civil society organizations, as well as women members of the municipal councils of Sirte and Misratah.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,224,229
S/2022/409_PAR_60_SEN_2,"In January, smear campaigns and online hate speech targeted at least eight men and women human rights defende rs, journalists and members of civil society organizations, as well as women members of the municipal councils of Sirte and Misratah.",Mişrātah,32.37535,15.09254,LBY,Mişrātah,,PPLA,234,242
S/2022/409_PAR_60_SEN_3,"In February, a female journalist was physically attacked while reporting in Benghazi.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,76,84
S/2022/409_PAR_60_SEN_4,Another journalist was assaulted in Tripoli while covering the anniversary of the 2011 revolution.,Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,36,43
S/2022/409_PAR_61_SEN_1,UNSMIL documented cases involving six men who were detained by the Internal Security Agency and the deterrence agency to combat terrorism and organized crime in Tripoli.,Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,161,168
S/2022/409_PAR_62_SEN_1,"After five prisoners escaped from Gernada p rison in Benghazi, the Libyan National Army and the Internal Security Agency arrested dozens of relatives of the escapees in mid -January.",Grenada,12.11667,-61.66667,GRD,,,PCLI,34,41
S/2022/409_PAR_62_SEN_1,"After five prisoners escaped from Gernada p rison in Benghazi, the Libyan National Army and the Internal Security Agency arrested dozens of relatives of the escapees in mid -January.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,53,61
S/2022/409_PAR_62_SEN_3,"On 4 February, eight prisoners escaped fr om Kuwayfiyah prison in Benghazi.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,66,74
S/2022/409_PAR_62_SEN_5,"Separately, some ex -detainees released from Gernada prison in recent months were rearrested and arbitrarily detained.",Granada,37.18817,-3.60667,ESP,Andalusia,Provincia de Granada,PPLA2,45,52
S/2022/409_PAR_63_SEN_1,"In March and April, three people who had been detained for several months were released: the former head of the Post, Telecommunications and Information Technology Company and the head of the General Union of Libyan Students, who were held by the Speci al Deterrence Force in separate incidents in Tripoli in January; and the head of the Libyan Red Crescent office in Ajdabiya.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,298,305
S/2022/409_PAR_63_SEN_1,"In March and April, three people who had been detained for several months were released: the former head of the Post, Telecommunications and Information Technology Company and the head of the General Union of Libyan Students, who were held by the Speci al Deterrence Force in separate incidents in Tripoli in January; and the head of the Libyan Red Crescent office in Ajdabiya.",Ajdabiya,30.75545,20.22625,LBY,Al Wāḩāt,,PPLA,368,376
S/2022/409_PAR_64_SEN_4,"In addition, UNSMIL followed the case of a man detained by the Special De terrence Force in Tripoli in February 2021 after he criticized the Force.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,92,99
S/2022/409_PAR_65_SEN_1,"UNSMIL continued to advocate access to justice, including the provision of free legal assistance to 14 women and 25 children detained in Judaydah prison in Tripoli and 6 women an d 11 children in Kuwayfiyah military prison in Benghazi, all arbitrarily held for their alleged association with Da’esh.",,,,,,,,137,145
S/2022/409_PAR_65_SEN_1,"UNSMIL continued to advocate access to justice, including the provision of free legal assistance to 14 women and 25 children detained in Judaydah prison in Tripoli and 6 women an d 11 children in Kuwayfiyah military prison in Benghazi, all arbitrarily held for their alleged association with Da’esh.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,156,163
S/2022/409_PAR_65_SEN_1,"UNSMIL continued to advocate access to justice, including the provision of free legal assistance to 14 women and 25 children detained in Judaydah prison in Tripoli and 6 women an d 11 children in Kuwayfiyah military prison in Benghazi, all arbitrarily held for their alleged association with Da’esh.",Al Kuwayfīyah,32.20164,20.16907,LBY,Banghāzī,,PPL,196,206
S/2022/409_PAR_65_SEN_1,"UNSMIL continued to advocate access to justice, including the provision of free legal assistance to 14 women and 25 children detained in Judaydah prison in Tripoli and 6 women an d 11 children in Kuwayfiyah military prison in Benghazi, all arbitrarily held for their alleged association with Da’esh.",Benghazi,32.11486,20.06859,LBY,Banghāzī,,PPLA,226,234
S/2022/409_PAR_66_SEN_1,"As at 31 Janua ry, the International Organization for Migration reported 635,051 migrants of more than 44 nationalities located in 100 municipalities in Libya.",Libya,28.0,17.0,LBY,,,PCLI,153,158
S/2022/409_PAR_66_SEN_2,"As at 7 May, 4,715 individuals (87 per cent men, 9 per cent women and 4 per cent children) had been recorded as being intercepted by the Libyan Coast Guard while attempting to cross the central Mediterranean so far in 2022, with an additional 552 people reported dead or missing.",Mediterranean Sea,35.0,20.0,NA,,,SEA,194,207
S/2022/409_PAR_66_SEN_3,"Thousands of intercepted migrants were brought to and held in detention facilities, inc luding the Maya detention centre in Tripoli, where there have been reports that deaths in custody, torture, starvation, sexual violence and extortion have been rampant.",Trípoli,37.50889,22.37944,GRC,Peloponnese,Nomós Arkadías,PPLA,124,131
S/2022/409_PAR_68_SEN_1,"Humanitarian flights since mid -January have resulted in 302 individuals being evacuated to or resettled in European countries, Canada and Rwanda, including 8 who received humanitarian visas.",Canada,60.10867,-113.64258,CAN,,,PCLI,128,134
S/2022/409_PAR_68_SEN_1,"Humanitarian flights since mid -January have resulted in 302 individuals being evacuated to or resettled in European countries, Canada and Rwanda, including 8 who received humanitarian visas.",Republic of Rwanda,-2.0,30.0,RWA,,,PCLI,139,145
S/2022/409_PAR_69_SEN_2,"Amid continued reports of torture and extortion of migrants in southern Libya, UNSMIL recei ved information from an Eritrean boy who reported that he and 25 others had been abducted by traffickers in the Sudan and brought to Libya, where he was subjected to torture.",Libya,28.0,17.0,LBY,,,PCLI,72,77
S/2022/409_PAR_69_SEN_2,"Amid continued reports of torture and extortion of migrants in southern Libya, UNSMIL recei ved information from an Eritrean boy who reported that he and 25 others had been abducted by traffickers in the Sudan and brought to Libya, where he was subjected to torture.",Republic of the Sudan,16.0,30.0,SDN,,,PCLI,204,209
S/2022/409_PAR_69_SEN_2,"Amid continued reports of torture and extortion of migrants in southern Libya, UNSMIL recei ved information from an Eritrean boy who reported that he and 25 others had been abducted by traffickers in the Sudan and brought to Libya, where he was subjected to torture.",Libya,28.0,17.0,LBY,,,PCLI,225,230
S/2022/409_PAR_70_SEN_2,"According to the International Organization for Migration, over 4,400 migrants and asylum seekers faced pushback or expulsion from Libya between January and March 2022, including 2,475 individuals (some of whom were children) expelled to the Niger, 1,650 Egyptian nationals expelled to Egypt and 300 individuals expelled to t he Sudan.",Libya,28.0,17.0,LBY,,,PCLI,131,136
S/2022/409_PAR_70_SEN_2,"According to the International Organization for Migration, over 4,400 migrants and asylum seekers faced pushback or expulsion from Libya between January and March 2022, including 2,475 individuals (some of whom were children) expelled to the Niger, 1,650 Egyptian nationals expelled to Egypt and 300 individuals expelled to t he Sudan.",Republic of Niger,18.0,9.0,NER,,,PCLI,242,247
S/2022/409_PAR_70_SEN_2,"According to the International Organization for Migration, over 4,400 migrants and asylum seekers faced pushback or expulsion from Libya between January and March 2022, including 2,475 individuals (some of whom were children) expelled to the Niger, 1,650 Egyptian nationals expelled to Egypt and 300 individuals expelled to t he Sudan.",Arab Republic of Egypt,27.0,30.0,EGY,,,PCLI,286,291
S/2022/409_PAR_70_SEN_2,"According to the International Organization for Migration, over 4,400 migrants and asylum seekers faced pushback or expulsion from Libya between January and March 2022, including 2,475 individuals (some of whom were children) expelled to the Niger, 1,650 Egyptian nationals expelled to Egypt and 300 individuals expelled to t he Sudan.",Republic of the Sudan,16.0,30.0,SDN,,,PCLI,329,334
S/2022/409_PAR_71_SEN_1,"In late February, 53 Bangladeshi men were documented by UNSMIL as having been trafficked and tortured by a non -State armed group in Tripoli.",Tripoli,34.43352,35.84415,LBN,Liban-Nord,,PPLA,133,140
S/2022/409_PAR_72_SEN_1,"The number of internally displaced persons in Libya had decreased from 179,000 in November 2021 to 168,000 by 31 January 2022.",Libya,28.0,17.0,LBY,,,PCLI,46,51
S/2022/409_PAR_72_SEN_4,"On 3 May, around 2,000 were evicted from two camps hosting internally displaced persons from Tawurghah in Tripoli following an instruction fr om the Attorney General dated 6 March and a final notice dated 2 May, without alternative support or housing being Page 12 provided This was reportedly the fourth time in five years that some families had been displaced.",Tāwurghah,32.01195,15.11352,LBY,Mişrātah,,PPL,93,102
S/2022/409_PAR_72_SEN_4,"On 3 May, around 2,000 were evicted from two camps hosting internally displaced persons from Tawurghah in Tripoli following an instruction fr om the Attorney General dated 6 March and a final notice dated 2 May, without alternative support or housing being Page 12 provided This was reportedly the fourth time in five years that some families had been displaced.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,106,113
S/2022/409_PAR_73_SEN_1,"On 21 January, the authorities announced that a total of 278 bodies had been exhumed from mass graves in Tarhunah and neighbourhoods in and around Tripoli since June 2020.",Tarhuna,32.43501,13.6332,LBY,Al Marqab,,PPL,105,113
S/2022/409_PAR_73_SEN_1,"On 21 January, the authorities announced that a total of 278 bodies had been exhumed from mass graves in Tarhunah and neighbourhoods in and around Tripoli since June 2020.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,147,154
S/2022/409_PAR_73_SEN_3,"Separately, the authorities identified an additional 222 bodies recovered across Libya as those of individuals missing since the conflict that lasted from 2019 to 2020.",Libya,28.0,17.0,LBY,,,PCLI,81,86
S/2022/409_PAR_75_SEN_1,"The United Nations system in Libya continued to implement the human rights due diligence policy on United Nations support for non -United Nations security forces (see A/67/775 -S/2013/110 , annex), with a view to preventing and mitigating the identified risks of grave violations of international humanitarian law, human rights law or refugee law by Libyan security forces receiving United Nations support.",Libya,28.0,17.0,LBY,,,PCLI,29,34
S/2022/409_PAR_76_SEN_1,"On 25 January, the Special Adviser held a meeting in Sirte with the committee on disarmament, demobilization and reintegration operating under the auspices of the chiefs of general s taff of western and eastern military institutions.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,53,58
S/2022/409_PAR_76_SEN_2,"The committee agreed to expand its membership to include other relevant authorities in eastern Libya, as encouraged by the United Nations, to enhance broader coordination.",Libya,28.0,17.0,LBY,,,PCLI,95,100
S/2022/409_PAR_77_SEN_1,"Following the recent clearance of explosive ordnance along approximately 100 km of road between Abu Qurayn and Jufrah by a Libyan mine action NGO, coordination continued for the surveying and clearance of the remaining 200 km of the road.",Abū Qurayn,13.16667,31.2,SDN,North Kordofan,,PPL,96,106
S/2022/409_PAR_77_SEN_1,"Following the recent clearance of explosive ordnance along approximately 100 km of road between Abu Qurayn and Jufrah by a Libyan mine action NGO, coordination continued for the surveying and clearance of the remaining 200 km of the road.",Jufrah,32.38333,43.71667,IRQ,Karbalāʼ,,MRSH,111,117
S/2022/409_PAR_77_SEN_2,"Further clearance operations depended on coordination in the mine action subcommittee of the 5+5 Joint Military Commission, supported by the United Nations, in line with the Commission’s plans for clearing the area south of Sirte.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,224,229
S/2022/409_PAR_78_SEN_1,The nationwide ceasefire continued to hold and the costal road linking eastern and western Libya remained open.,Libya,28.0,17.0,LBY,,,PCLI,91,96
S/2022/409_PAR_79_SEN_1,"The UNSMIL cease fire monitoring component established in accordance with Security Council resolutions 2570 (2021) , 2595 (2021) and 2599 (2021) conducted missions to Sirte from Tripoli, pending the establishment of operational, security and logistical arrangements to establish a United Nations presence in Sirte.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,167,172
S/2022/409_PAR_79_SEN_1,"The UNSMIL cease fire monitoring component established in accordance with Security Council resolutions 2570 (2021) , 2595 (2021) and 2599 (2021) conducted missions to Sirte from Tripoli, pending the establishment of operational, security and logistical arrangements to establish a United Nations presence in Sirte.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,178,185
S/2022/409_PAR_79_SEN_1,"The UNSMIL cease fire monitoring component established in accordance with Security Council resolutions 2570 (2021) , 2595 (2021) and 2599 (2021) conducted missions to Sirte from Tripoli, pending the establishment of operational, security and logistical arrangements to establish a United Nations presence in Sirte.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,308,313
S/2022/409_PAR_79_SEN_2,The Ministry of Foreign Affairs approved the alloc ation of office space for the ceasefire monitoring Page 13 component at the Ouagadougou complex in Sirte.,Ouagadougou,12.36566,-1.53388,BFA,Centre,Kadiogo Province,PPLC,127,138
S/2022/409_PAR_79_SEN_2,The Ministry of Foreign Affairs approved the alloc ation of office space for the ceasefire monitoring Page 13 component at the Ouagadougou complex in Sirte.,Sirte,31.20892,16.58866,LBY,Surt,,PPLA,150,155
S/2022/409_PAR_79_SEN_3,"However, confirmation by the Libyan National Army in Sirte of the use of the offices and the renovation of facilities identified as accommodation space for th e UNSMIL ceasefire monitors remained pending.",Sirte,31.20892,16.58866,LBY,Surt,,PPLA,53,58
S/2022/409_PAR_80_SEN_1,"The UNSMIL ceasefire monitoring component continued to work closely with the Libyan -led and Libyan -owned ceasefire monitoring mechanism, including the eight Libyan monitors nominated from the west and the east, and the 5+5 Joint Military Commission subcommittees to assist with the implementation of the Commission’s action plan and mechanism for the withdrawal of mercenaries, foreign fighters and foreign forces, the establishment of a United Nations hub in S irte and modalities of joint planning and capacity development.",Jerusalem,31.76904,35.21633,ISR,Jerusalem,,PPLA,462,468
S/2022/409_PAR_84_SEN_1,The shrinking of civic space and the online defamation of members of social movements and other civil society actors in Libya heavily affected young people.,Libya,28.0,17.0,LBY,,,PCLI,120,125
S/2022/409_PAR_86_SEN_2,"Barriers, including the risk of detention and the reluctance of landlords in Tripoli to rent to non -Libyans, increased the risk of homelessness and led many to attempt to leave Libya through irregular routes.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,77,84
S/2022/409_PAR_86_SEN_2,"Barriers, including the risk of detention and the reluctance of landlords in Tripoli to rent to non -Libyans, increased the risk of homelessness and led many to attempt to leave Libya through irregular routes.",Libya,28.0,17.0,LBY,,,PCLI,178,183
S/2022/409_PAR_88_SEN_1,"In addition to delivering life -saving education on explosive ordnance to at -risk communities, national and international mine action organizations surveyed and cleared explosive remna nts of war in Tripoli, Gharyan, Mizdah, Tarhunah, Sirte and Benghazi.",Tripoli,32.88743,13.18733,LBY,Tripoli,,PPLC,200,207
