doc_text,sentence_id
"Participants included the Libyan Minister for Foreign Affairs, the Deputy Minister of Interior, the Chief of General Staff, the 5+5 Joint Military Commission, as well as United Nations, non -governmental and governmental experts.",S/2022/31_PAR_69_SEN_2
Page 12 71.,S/2022/31_PAR_69_SEN_3
"The Commander of the Government of National Unity army and the acting General Commander of the Libyan National Army met in Sirte on 11 December and 8 January to discuss the unification of the national security forces, as well as the disarmament, demobilization and reintegration of armed groups.",S/2022/31_PAR_69_SEN_4
Arms and ammunition management,S/2022/31_PAR_69_SEN_5
"While no significant new contamination from mines and explosive devices was reported, existing contamination continued to pose constraints to retu rning populations.",S/2022/31_PAR_70_SEN_1
"From 22 May 2020 to 26 December 2021, 298 victims (278 men and 20 women) were reported in 152 incidents, of whom 174 people were injured and 124 killed.",S/2022/31_PAR_70_SEN_2
"Of the 298 victims, 220 were civilian and 78 were national specialists in the field of removal.",S/2022/31_PAR_70_SEN_3
The death and injury of 78 Libyan clearance personnel had an impact on national capacity to address the threat.,S/2022/31_PAR_70_SEN_4
Implementation of the ceasefire agreement,S/2022/31_PAR_70_SEN_5
The nationwide ceasefire continued to hold and the road between Sirte and Misrata h remained open.,S/2022/31_PAR_71_SEN_1
The 5+5 Joint Military Commission continued to take steps to advance the implementation of the ceasefire agreement.,S/2022/31_PAR_71_SEN_2
"Following the opening of the coastal road in July ( S/2021/752 , paras.",S/2022/31_PAR_71_SEN_3
"16 –20), the Commission turned to the withdrawal of foreign forces, foreign fighters and mercenaries from Libya as the next priority for the implementation of the ceasefire.",S/2022/31_PAR_71_SEN_4
"UNSMIL assisted in the development of the Commission’s action plan on the withdrawal of foreign forces, foreign fighters and mercenaries, and in relevant consultations with Member States and the African Union.",S/2022/31_PAR_71_SEN_5
"In accordance with Security Council resolutions 2570 (2021) , 2595 (2021) and 2599 (2021) , the United Nations deployed a first team of ceasefire monitors on 10 October to establish the UNSMIL ceasefire monit oring component.",S/2022/31_PAR_72_SEN_1
"The first team of 10 monitors, composed of existing United Nations civilian, military and police personnel, rotated in two teams of 5 monitors, who are currently based in Tripoli.",S/2022/31_PAR_72_SEN_2
"The monitors were supported by security, logistical and ope rational personnel who also started deploying to Libya on 10 October as part of the UNSMIL ceasefire monitoring component.",S/2022/31_PAR_72_SEN_3
"Upon their arrival, the UNSMIL ceasefire monitors began consultations with the 5+5 Joint Military Commission to operationalize their support for the Libyan Ceasefire Monitoring Mechanism.",S/2022/31_PAR_73_SEN_1
"They initiated the development of an internal operational plan to assist in the implementation of the Commission’s action plan on the withdrawal of mercenaries, foreign fighters an d foreign forces.",S/2022/31_PAR_73_SEN_2
They also started to identify and design capacity building initiatives for the Mechanism.,S/2022/31_PAR_73_SEN_3
"The Mission also continued preparations to establish a United Nations presence in Sirte for its ceasefire monitoring component, in cooperation w ith the Libyan authorities.",S/2022/31_PAR_74_SEN_1
Women’s empowerment,S/2022/31_PAR_74_SEN_2
Women activists and officials continued to be subjected to hate speech and the spread of vilifying propaganda on social media platforms.,S/2022/31_PAR_75_SEN_1
"In October, UNSMIL documented propaganda and hate speech against the Minister of Women’s Affairs and two of her senior advisers posted on several social media pages.",S/2022/31_PAR_75_SEN_2
"The Minister’s senior advisers were also targeted with vilification, including manipulated photographic material.",S/2022/31_PAR_75_SEN_3
Page 13 78.,S/2022/31_PAR_75_SEN_4
"On 17 November, UNSMIL held a series of webinars, hosting former women candidates and politicians, in support of women’s electoral participation and to address issues of electoral violence.",S/2022/31_PAR_75_SEN_5
"On 30 November, the women and children unit of the House of Representatives launched an initia tive aimed at unifying various women’s groups and establishing a “Supreme Council of Women in Libya”.",S/2022/31_PAR_75_SEN_6
"On 13 and 20 November, UNSMIL, in coordination with Libyan women in academia, held a series of meetings to establish an academic hub to address issues of women’s empowerment and gender equality.",S/2022/31_PAR_76_SEN_1
E.,S/2022/31_PAR_76_SEN_2
Youth and peace and security,S/2022/31_PAR_76_SEN_3
"The United Nations Development Programme (UNDP) Stabilization Facility for Libya continued to support projects in the education, water, sanitation and hygiene, health and public services sectors in addressing and/or targeting youth, peace and security concerns.",S/2022/31_PAR_77_SEN_1
"These included a project to establish a training centre for young people and women in Sabha, projected to train 2,000 women and young people annually, and an initia tive to support Bani Walid, Darnah and Ghat municipalities in preparing five -year development plans.",S/2022/31_PAR_77_SEN_2
"In addition, an initiative bringing together municipalities and service providers to support election security, the unification of national services and mu nicipal dialogue was launched, in coordination with the local election project.",S/2022/31_PAR_77_SEN_3
F.,S/2022/31_PAR_77_SEN_4
Coordination of international assistance,S/2022/31_PAR_77_SEN_5
"According to IOM, the number of internally displaced persons decreased from 278,000 at the start of 2021 to 199,949 as of S eptember 2021, with the majority of displaced persons located in Benghazi, Tripoli and Misratah.",S/2022/31_PAR_78_SEN_1
"However, systemic impediments to returns remained for those still displaced and for whom durable solutions and an increased allocation of resources from nation al authorities are required.",S/2022/31_PAR_78_SEN_2
Planned and often forced evictions targeting internally displaced persons also remained of critical concern.,S/2022/31_PAR_79_SEN_1
"Forced evictions of individuals and families living in collective and informal settlements increased significantl y in 2021, leading to a heightened risk of multiple displacement and tenure insecurity.",S/2022/31_PAR_79_SEN_2
"United Nations agencies are supporting the Ministry of Displaced Persons and Human Rights in developing and implementing a national strategy on durable solutions for in ternally displaced persons, as part of the Centrality of Protection Framework to ensure the voluntary, safe and sustainable return of displaced communities, as appropriate.",S/2022/31_PAR_79_SEN_3
"On 9 October, the Ministry of Interior called upon relevant international organizations to assist in the voluntary return of migrants as soon as possible.",S/2022/31_PAR_80_SEN_1
"Since the Government’s approval of the resumption of humanitarian flights in October, more than 1,300 asylum seekers and refugees departed for resettlement or evacuation out o f Libya.",S/2022/31_PAR_80_SEN_2
"UNHCR evacuated 571 refugees to Italy and to the emergency transit mechanism the Niger and Rwanda, with another 780 people resettled to Canada, Norway and Sweden, in partnership with IOM.",S/2022/31_PAR_80_SEN_3
The IOM Voluntary Humanitarian Return programme also resume d.,S/2022/31_PAR_80_SEN_4
"A total of 2,931 migrants from 17 countries, mainly Bangladesh, Ghana, Mali, the Niger and Nigeria, were assisted in returning to their home countries.",S/2022/31_PAR_80_SEN_5
"The number of migrants assisted through the programme in 2021 stood at 4,246.",S/2022/31_PAR_80_SEN_6
The number of migrants and refugees attempting to cross the Mediterranean Sea continued to increase.,S/2022/31_PAR_81_SEN_1
"As of 14 December, the Libyan Coast Guard had intercepted 30,990 migrants and refugees and returned them to Libya, almost three times the total number of people returned in 2020 (12,000 people).",S/2022/31_PAR_81_SEN_2
An increased number of children Page 14 were reportedly rescued at sea.,S/2022/31_PAR_81_SEN_3
The Libyan Coast Guard reportedly undertook several interceptions that put the lives and well -being of migrants and refugees attempting the journey at grave risk.,S/2022/31_PAR_81_SEN_4
"Mor e than 1,300 people have died or disappeared since the beginning of the year.",S/2022/31_PAR_81_SEN_5
"On 17 November, IOM reported that 75 migrants had drowned off the Libyan coast.",S/2022/31_PAR_81_SEN_6
"IOM, UNHCR and the International Rescue Committee continued to provide emergency and life -saving a ssistance to people upon disembarkation.",S/2022/31_PAR_81_SEN_7
"The World Health Organization reported that, while the number of confirmed cases of COVID -19 decreased, community transmission remained high across Libya.",S/2022/31_PAR_82_SEN_1
"The lack of sufficient funding affected the ability of health -care facilities to remain fully operational, with isolation centres and case management facilities overwhelmed and facing shortages in medical personnel and supplies.",S/2022/31_PAR_82_SEN_2
"As of 16 December, the National Centre for Disease Control reported 381,023 cumul ative COVID -19 cases, including 5,589 deaths, and 6,580 active cases.",S/2022/31_PAR_82_SEN_3
"Although vaccine supplies were adequate and no vaccination centre reported shortages, the utilization rate of available vaccines was only 49 per cent.",S/2022/31_PAR_82_SEN_4
"Overall vaccination rates remained low, with 24 per cent of the population inoculated with the first dose and only 11 per cent fully vaccinated.",S/2022/31_PAR_82_SEN_5
G.,S/2022/31_PAR_82_SEN_6
"Humanitarian, stabilization and development assistance",S/2022/31_PAR_82_SEN_7
"By mid -December, humanitarian organizations assisted more than 446,000 people, representing 99 per cent of the target group identified in the 2021 Humanitarian Response Plan.",S/2022/31_PAR_83_SEN_1
"Of the $189 million requested in the Plan, $138 million (73 per cent) was secured, with an additional $36.3 million received outside the Plan.",S/2022/31_PAR_83_SEN_2
"The Unite d Nations country team sought an extension of the current Plan from January to May 2022 in order to support 803,000 people in need and ensure targeted humanitarian assistance for 211,000 people with the most severe needs, requiring $75.3 million.",S/2022/31_PAR_83_SEN_3
"On 18 October, the Government of National Unity formally endorsed the United Nations -European Union -World Bank recovery and peacebuilding assessment.",S/2022/31_PAR_84_SEN_1
"The assessment is intended to assist the Government in identifying and implementing longer -term recovery, dev elopment and peacebuilding priorities.",S/2022/31_PAR_84_SEN_2
"From 29 November to 1 December, the United Nations country team convened a workshop to finalize the common country analysis and the process to take forward a United Nations Sustainable Development Cooperation Fr amework.",S/2022/31_PAR_85_SEN_1
"As part of the “Re -Start -Up” marathon, which is intended to address local economic recovery and development of communities that were affected by the conflict or COVID -19, UNDP supported 26 start -ups and micro -, small and medium - sized enterpr ises in re -establishing their businesses through grants in Tripoli, Benghazi and Tawurgha.",S/2022/31_PAR_86_SEN_1
"The UNDP “Strengthening local capacities for resilience and recovery” project continued to operate in 52 municipalities (almost 52 per cent of the country) to strengthen the responsiveness of local institutions in delivering basic services, enhancing social cohesion and community security, and promoting local economic recovery across Libya.",S/2022/31_PAR_87_SEN_1
IV .,S/2022/31_PAR_87_SEN_2
Deployment of the Mission and security arrangements,S/2022/31_PAR_87_SEN_3
"UNSMI L maintained, on average, an international staff presence of some 120 staff members, allowing for continued engagement with Libyan interlocutors across the Mission’s area of responsibility, including the political, security, economic and international huma n rights law and humanitarian law tracks, as well on the provision Page 15 of humanitarian and development assistance.",S/2022/31_PAR_88_SEN_1
"All international staff in Tripoli continued to be accommodated at the Oea compound, protected by the United Nations Guard Unit.",S/2022/31_PAR_88_SEN_2
"National staff c ontinued to report to work in the compound on a rotational basis or, alternatively, work remotely.",S/2022/31_PAR_88_SEN_3
Road movements in Libya were conducted in compliance with security risk management measures.,S/2022/31_PAR_88_SEN_4
"The United Nations in Libya regularly reviewed and adjuste d applicable COVID -19 protection and prevention measures, including on all United Nations flights, on the basis of evolving advice by World Health Organization and UNSMIL medical staff, and to ensure alignment with measures put in place by the Libyan and Tunisian authorities.",S/2022/31_PAR_89_SEN_1
"As of 14 December, under the COVID -19 vaccination programme for personnel of the United Nations in Libya and of international non-governmental organization partners, 1,359 staff members had been fully vaccinated, 322 were scheduled to receive their second dose and 453 were registered and awaiting scheduling of their first dose.",S/2022/31_PAR_89_SEN_2
"As of 3 January, preparations were under way to conduct the rotation of the United Nations Guard Unit between Kathmandu and Tripoli.",S/2022/31_PAR_90_SEN_1
Observations a nd recommendations,S/2022/31_PAR_90_SEN_2
The Libya Stabilization Conference was the first high -level international meeting held in Tripoli since 2011.,S/2022/31_PAR_91_SEN_1
"The Conference demonstrated that a Libyan -led and Libyan -owned dialogue process remained the only way to achieve a united, stable and peaceful Libya.",S/2022/31_PAR_91_SEN_2
It provided international endorsement of the work of the 5+5 Joint Military Commission.,S/2022/31_PAR_91_SEN_3
The United Nations remains committed to assisting the Libyan people on their path to lasting peace and stability.,S/2022/31_PAR_91_SEN_4
The 2.8 milli on Libyans who have registered to vote must be commended and their will respected.,S/2022/31_PAR_92_SEN_1
"It is critical for all Libyan stakeholders to commit themselves unequivocally to and continue to focus on the holding of free, fair, inclusive and credible presidential and parliamentary elections as soon as possible, as stipulated in the Libyan Political Dialogue Forum road map and endorsed in Security Council resolutions 2570 (2021) and 2571 (2021) , as well as in the conclusions of the second Berlin conference, of 2021.",S/2022/31_PAR_92_SEN_2
I commend the High National Election Commission for its work to implement the electoral process in a challenging political and security context.,S/2022/31_PAR_93_SEN_1
This includes the distribution of some 2.5 million voter cards – more than 1 million of them to women – across the country.,S/2022/31_PAR_93_SEN_2
Relevant Libyan authorities and institutions must now work together to address the fundamenta l issues that have resulted in the postponement and create the political and security conditions necessary for holding the presidential and parliamentary elections without further delay.,S/2022/31_PAR_94_SEN_1
"I call upon them to work together, in compliance with applicable laws and rules and procedures of their relevant institutions, and to provide the High National Election Commission with the support required to deliver free, fair, inclusive and credible elections in a safe and peaceful environment and with the full, equal and meaningful participation of women and young people.",S/2022/31_PAR_94_SEN_2
"I also call upon Libyan actors to respect the rights of their political opponents before, during and after the elections, to accept the results, to commit to the code of conduct prepared by the Hig h National Election Commission, and to respect and support the independence and unity of the judiciary.",S/2022/31_PAR_95_SEN_1
"To enhance the credibility and acceptance of the result of the ballot, I encourage regional and international organizations to send observers for the el ections.",S/2022/31_PAR_95_SEN_2
Page 16 99.,S/2022/31_PAR_95_SEN_3
"The implementation of the ceasefire agreement must continue, including the full withdrawal of mercenaries, foreign fighters and foreign forces in accordance with the action plan agreed by the 5+5 Joint Military Commission and in line with re solutions 2570 (2021) and 2571 (2021) .",S/2022/31_PAR_95_SEN_4
"UNSMIL ceasefire monitors are ready to provide support in close coordination with all countries concerned, including countries of return, and the African Union.",S/2022/31_PAR_95_SEN_5
"I am encouraged by the initial consultations held in Cairo, Tunis, Ankara and Moscow towards establishing coordination and communication mechanisms.",S/2022/31_PAR_95_SEN_6
The unification of the Central Bank of Libya i s an important step towards restoring the integrity of the banking system.,S/2022/31_PAR_96_SEN_1
I call upon all actors to continue efforts in this regard and to achieve other much -needed economic and financial sector reforms.,S/2022/31_PAR_96_SEN_2
"I remain gravely concerned by the continuing violations of the human rights of migrants, refugees and asylum seekers in Libya, including restrictions by the Libyan authorities of humanitarian and protection assistance for several thousand migrants and refugees arbitrarily detained in detention centr es and those who remain homeless following October’s security operations.",S/2022/31_PAR_97_SEN_1
"I urge the Ministry of Interior to ensure the security of all United Nations offices in Libya, including the UNHCR premises in Tripoli, while guaranteeing unhindered access of people to humanitarian and protection assistance.",S/2022/31_PAR_97_SEN_2
"The establishment, on 4 November, of a high -level committee to end arbitrary detention in Libya is a welcome development.",S/2022/31_PAR_98_SEN_1
"I encourage Libyan authorities to do more to prevent sexual violence, torture and e xtortion of migrants and refugees in detention.",S/2022/31_PAR_98_SEN_2
"However, Libya is not a safe port of disembarkation for refugees and migrants.",S/2022/31_PAR_98_SEN_3
I reiterate my call upon relevant Member States to re -examine policies that support interception at sea and return of refugees an d migrants to Libya.,S/2022/31_PAR_98_SEN_4
"Further steps are needed to protect human rights defenders, journalists and civil society representatives, in particular women, from violence and intimidation, including online violence and hate speech.",S/2022/31_PAR_99_SEN_1
"Libyan authorities also n eed to adequately protect members of the judiciary and judicial institutions and preserve their independence, including to enhance the acceptance of electoral results.",S/2022/31_PAR_99_SEN_2
"Armed actors must also be prevented from influencing judicial decisions by threatening o r using force, including in the context of the adjudication of electoral disputes.",S/2022/31_PAR_99_SEN_3
"I extend my thanks to my former Special Envoy on Libya, Ján Kubiš, for his service.",S/2022/31_PAR_100_SEN_1
"I also thank my Special Adviser on Libya, Stephanie Williams, and all United Nations personnel working in Libya for their dedication and efforts to support Libyans on the path to peace and stability.",S/2022/31_PAR_100_SEN_2
I reiterate my sincere appreciation to the Government of Nepal for providing the vital personnel for the United Nations Guard Unit in Li bya.,S/2022/31_PAR_100_SEN_3
"The present report, submitted pursuant to Security Council resolutions 2510 (2020) , 2542 (2020) , 2570 (2021) , 2599 (2021) and 2619 (2022) , covers political, security and economic developments in Libya.",S/2022/409_PAR_1_SEN_1
It provides an overview of the huma n rights and humanitarian situation in the country and the activities of the United Nations Support Mission in Libya (UNSMIL) since the issuance of the previous report (S/2022/31 ) on 17 January 2022.,S/2022/409_PAR_1_SEN_2
Political and security -related developments,S/2022/409_PAR_1_SEN_3
"During the reporting period, the House of Representatives held several rounds of consultations on the way forward for the electoral process.",S/2022/409_PAR_2_SEN_1
"Moreover, the United Nations engaged actively with Libyan political actors and institutions to facilitate a pathway to holding parliamentary and presidential elections as soon as possible.",S/2022/409_PAR_2_SEN_2
"However, Libyan actors have yet to agree on a constitutional basis for the elections to take place.",S/2022/409_PAR_2_SEN_3
Disagreements over the Libyan interim executive authority emerged.,S/2022/409_PAR_3_SEN_1
The House of Representatives engaged in a process of appointing a new interim executive authority to replace the Government of National Unity.,S/2022/409_PAR_3_SEN_2
"Although the road map adopted by the Libyan Political Dialogue Forum in November 2020 provided for the transitional period to end in June 2022, the House argued that the mandate of the Government had expired as a result of its failure to organize timely elections in December 2021.",S/2022/409_PAR_3_SEN_3
"On 10 February, during a contested vote , the House of Representatives selected Fathi Bashagha, who had served as Minister of the Interior in the former Government of National Accord, as Prime Minister -designate and tasked him with forming a new government within two weeks, to be presented to th e House for a vote of confidence.",S/2022/409_PAR_4_SEN_1
Mr. Bashagha’s candidacy was endorsed by 52 members of the High State Council.,S/2022/409_PAR_4_SEN_2
"Also on 10 February, the House of Representatives adopted the twelfth constitutional amendment, which contained calls for the appointment by 24 February of an expert -level constitutional review committee composed of 12 members each from the House and the High State Council, representing the three historical regions of Libya.",S/2022/409_PAR_5_SEN_1
Page 2 6.,S/2022/409_PAR_5_SEN_2
"On 1 March, the House of Representatives conducted a contested vo te of confidence on the cabinet proposed by Mr. Bashagha, which included three deputy prime ministers, 29 ministers and six ministers of state, only two of whom were women.",S/2022/409_PAR_5_SEN_3
Questions were raised as to whether the required quorum had been met following a ro ll call of attendance.,S/2022/409_PAR_5_SEN_4
"According to a report issued by the House of Representatives, 96 members voted in favour of the confidence motion, 1 abstained and another voted against it, while 3 did not participate in the vote as they had been nominated for m inisterial positions.",S/2022/409_PAR_6_SEN_1
"It was also noted that, of the 101 members voting, 93 attended the meeting in person and 8 voted remotely by way of voice messages.",S/2022/409_PAR_6_SEN_2
"However, UNSMIL received information from members of the House and other individuals from across the political spectrum that contradicted the numbers presented in the report.",S/2022/409_PAR_6_SEN_3
It also received reports of intimidation and threats against members of the House and their families ahead of the vote.,S/2022/409_PAR_6_SEN_4
"In a statement issued on 2 March, I expressed concern over reports that the vote fell short of the expected standards of transparency and procedure and included acts of intimidation prior to the session.",S/2022/409_PAR_7_SEN_1
"The Special Adviser of the Secretary -General on Libya, Stephanie Williams, had previously underscored the impor tance of ensuring that decisions of the House of Representatives were consistent with Libyan laws and regulations, as well as the House’s own rules and procedures, and made in a transparent manner.",S/2022/409_PAR_7_SEN_2
"On 2 March, the Prime Minister in the Government of Nat ional Unity, Abdulhamid Al Dabiba, met with the President of the High State Council, Khaled Mishri, to discuss the political situation and how to support the holding of national elections by June 2022.",S/2022/409_PAR_8_SEN_1
Mr. Al Dabiba presented his road map for the elections .,S/2022/409_PAR_8_SEN_2
"On 3 March, Mr. Bashagha and some members of his Cabinet were sworn in by the House of Representatives in Tubruq.",S/2022/409_PAR_9_SEN_1
Several members of the Cabinet were unable to travel there owing to the suspension of domestic flights.,S/2022/409_PAR_9_SEN_2
"In a televised address on 11 Mar ch, he expressed his view that the Government of National Unity was no longer legitimate, noting his commitment to holding presidential and parliamentary elections and to engaging in dialogue with Mr. Al Dabiba under the auspices of the international commu nity.",S/2022/409_PAR_9_SEN_3
Mr. Al Dabiba rejected Mr. Bashagha’s position.,S/2022/409_PAR_9_SEN_4
"On 21 April, Mr. Bashagha held the first Cabinet meeting of the “Government of National Stability” in the southern city of Sabha.",S/2022/409_PAR_10_SEN_1
A.,S/2022/409_PAR_10_SEN_2
Implementation of the intra -Libyan dialogue tracks,S/2022/409_PAR_10_SEN_3
"The Special Adviser continued to lead United Nations good offices and mediation efforts and to engage with Libyan and international stakeholders to pursue implementation of the three intra -Libyan dialogue tracks – the political, security and economic tracks – and to support the holding of presidential and parliamentary elections in Libya as soon as possible.",S/2022/409_PAR_11_SEN_1
"These broad consultations in Libya included meetings with representatives of national and municipal institutions, political parties, security actors and ci vil society groups, including women’s groups, as well as parliamentary and presidential candidates.",S/2022/409_PAR_11_SEN_2
"With regard to the political track, the priority of the United Nations remained to enable credible, transparent and inclusive elections as soon as possi ble on the basis of an agreed constitutional and legal framework, through the relevant Libyan institutions, in order to realize the aspirations of the more than 2.8 million Libyans who had registered to vote on 24 December 2021.",S/2022/409_PAR_12_SEN_1
Page 3 14.,S/2022/409_PAR_12_SEN_2
"On 24 and 25 January, t he House of Representatives received and reviewed the preliminary report of the road map committee that it had established in December 2021 to identify next steps in the political process.",S/2022/409_PAR_12_SEN_3
"On 31 January, following extensive consultations between the road m ap committees of the House of Representatives and High State Council, the two chambers agreed on a road map to advance the electoral and constitutional process.",S/2022/409_PAR_12_SEN_4
"According to the twelfth constitutional amendment adopted by the House of Representatives o n 10 February, the constitutional review committee should agree on a draft constitution within 45 days of its first official meeting, to be submitted to the High National Elections Commission and put to a referendum.",S/2022/409_PAR_13_SEN_1
"It is also stipulated in the amendment that, should the committee fail to reach an agreement, the House and the High State Council should form a joint committee to agree on a constitutional basis for elections.",S/2022/409_PAR_13_SEN_2
"On 14 February, the Special Adviser met with the President of the High State Council to stress the need to build consensus among all political actors, preserve calm and stability, initiate a comprehensive national reconciliation process and move towards national elections.",S/2022/409_PAR_14_SEN_1
"On 16 February, she met the Speaker of the House of Representa tives, Aguila Saleh Issa, to discuss the next steps following the adoption by the House of the twelfth constitutional amendment, including the establishment of the constitutional review committee.",S/2022/409_PAR_14_SEN_2
Mr. Issa requested that the United Nations provide technica l support and advice to the committee.,S/2022/409_PAR_14_SEN_3
"In a letter to Mr. Issa dated 20 February, the Special Adviser stressed the importance of the transparency of the political process.",S/2022/409_PAR_15_SEN_1
"She encouraged the House of Representatives to officially publish the final text of the twelfth constitutional amendment as well as the text of its decision on a mechanism for the designation of a prime minister, and called on Mr. Issa to make public a list of active members of the House.",S/2022/409_PAR_15_SEN_2
"She also confirmed that the United Nations rem ained ready to provide assistance, including technical constitutional expertise, to the constitutional review committee.",S/2022/409_PAR_15_SEN_3
"On 23 February, the session of the High State Council to discuss the twelfth constitutional amendment and Mr. Bashagha’s proposed c abinet was suspended owing to security concerns, including intimidation against its members.",S/2022/409_PAR_16_SEN_1
"When the Council reconvened on 24 February, it rejected the amendment and the decision by the House of Representatives to select Mr. Bashagha as Prime Minister -designate, accusing the House of acting unilaterally.",S/2022/409_PAR_16_SEN_2
It also called for adherence to agreements reached between the road map committees of the two chambers and urged cooperation to end the political transitional period as soon as possible.,S/2022/409_PAR_16_SEN_3
"On 3 March, f ollowing the delay in establishing a constitutional review committee and the unravelling of a consensus between the House of Representatives and the High State Council, the Special Adviser invited the two chambers to establish a joint committee, consisting of six representatives from each chamber, to meet for a period of two weeks from 15 March under the auspices of the United Nations to develop a consensual constitutional basis for elections.",S/2022/409_PAR_17_SEN_1
"Her initiative garnered broad support from national actors, incl uding the Presidency Council, several presidential and parliamentary candidates and civil society organizations, as well as from international stakeholders.",S/2022/409_PAR_17_SEN_2
"The High State Council nominated 12 members, citing the need to ensure representation of the th ree historical regions of the country as well as women.",S/2022/409_PAR_18_SEN_1
"Despite having expressed support for the initiative, the House of Representatives did not at first designate representatives to the joint committee.",S/2022/409_PAR_18_SEN_2
"Consequently, the Special Adviser held consultative meetings with Council representatives in Tunis from 22 to 24 March, during which the Council presented its proposals for a constitutional basis Page 4 for the elections.",S/2022/409_PAR_18_SEN_3
She continued to engage with both chambers on the possibility of reconvening talks on the co nstitutional track at a later stage.,S/2022/409_PAR_18_SEN_4
The text of the twelfth constitutional amendment as published in the Official Gazette on 21 March contained several changes from the version voted on during the House of Representatives session held on 10 February.,S/2022/409_PAR_19_SEN_1
"In the published version, the reference to the Libyan Political Agreement of 2015 was removed from the preamble; article 6, in which it had previously been stipulated that the draft constitution would be considered adopted if it received the support of tw o thirds of the votes cast across Libya, was amended to include a new formula in which it was stated that the constitutional draft required the support of more than 50 per cent in each of the country’s three historical regions; and article 8 was amended to stipulate that electoral laws to be adopted following the adoption of the constitution would be formulated following “consultations” with the High State Council rather than through reaching a “consensus” with the Council.",S/2022/409_PAR_19_SEN_2
"On 27 March, the Special Advi ser launched an outreach campaign to gather views from Libyan political and social actors on the way forward towards holding elections and on the economic and security situations.",S/2022/409_PAR_20_SEN_1
"On 28 March, she met representatives of several Libyan political parties, in cluding the National Charter Party, the only political party headed by a woman, to discuss efforts to unlock the political impasse, as well as the participation of women in politics.",S/2022/409_PAR_20_SEN_2
"A digital dialogue on 31 March with over 1,000 participants served to rea ffirm the broad support among the Libyan people for democratic elections that would help to resolve the crisis in the country as soon as possible.",S/2022/409_PAR_20_SEN_3
"From 13 to 18 April, following the appointment of participants from the House of Representatives for the joint committee, the Special Adviser facilitated talks between the House and the High State Council, hosted by Egypt in Cairo, with the aim of agreeing on a constitutional basis for elections.",S/2022/409_PAR_21_SEN_1
"The delegations agreed on internal rule s that would govern the work of the joint committee, and reconvened in Cairo from 15 May to discuss, among other things, elements of the 2017 draft constitution pertaining to the legislature and the judiciary.",S/2022/409_PAR_21_SEN_2
"Throughout the reporting period, the Speci al Adviser maintained regular contact with Mr. Al Dabiba and Mr. Bashagha.",S/2022/409_PAR_22_SEN_1
"She met them separately on 13 February, stressing the critical importance of moving forward in an inclusive, transparent and consensual manner to preserve calm and stability on the ground.",S/2022/409_PAR_22_SEN_2
"With regard to the economic track, UNSMIL continued to support efforts to advance the reunification of the Central Bank of Libya and facilitate transparency in public expenditure as well as reliable funding for the priority needs of the Libyan people in the absence of an agreed national budget.",S/2022/409_PAR_23_SEN_1
"The Governor and Deputy Governor of the Bank met in Tunis on 20 January and decided to launch a reunification programme, in line with recommendations of the intra -Libyan dialogue track and the Berlin proc ess.",S/2022/409_PAR_23_SEN_2
It was confirmed that an international consulting firm would provide technical assistance to implement the recommendations issued in 2021 following the United Nations -facilitated international audit for the reunification of the Bank.,S/2022/409_PAR_23_SEN_3
"With regard t o the security track, the Special Adviser and the UNSMIL ceasefire monitoring component convened a meeting of the 5+5 Joint Military Commission in Sirte on 9 February to discuss efforts to operationalize the action plan for a gradual, balanced and sequence d process for the withdrawal of mercenaries, foreign fighters and foreign forces from Libyan territory, in consultation with the Member States and regional organizations concerned, including the African Union.",S/2022/409_PAR_24_SEN_1
Page 5 27.,S/2022/409_PAR_24_SEN_2
"The 5+5 Joint Military Commission continu ed to take steps to operationalize the Libyan ceasefire monitoring mechanism, including an agreement to establish a joint operations room in Sirte and facilitate coordination between UNSMIL ceasefire monitors and Libyan monitors.",S/2022/409_PAR_24_SEN_3
The Commission also discus sed the clearance of mines and improvised explosive devices to facilitate the reopening of the southern road between Abu Qurayn and Jufrah.,S/2022/409_PAR_24_SEN_4
"On 9 April, the eastern members of the 5+5 Joint Military Commission suspended their activities over delays in t he payment of Libyan National Army salaries by the Government of National Unity.",S/2022/409_PAR_25_SEN_1
"They also called on their leadership to close oil terminals in eastern Libya, suspend domestic flights between eastern and western Libya, close the coastal road and halt all c ooperation with the Government in areas controlled by the Army.",S/2022/409_PAR_25_SEN_2
"Following the engagement of the Special Adviser, UNSMIL and other international partners, the Government of National Unity released the Libyan National Army salaries on 11 April for Janua ry and February, and on 30 April for March.",S/2022/409_PAR_26_SEN_1
"During his meeting with the Special Adviser on 11 May, Mr. Al Dabiba indicated that salaries for April and May would be paid and that he would authorize the regular payment of monthly salaries.",S/2022/409_PAR_26_SEN_2
B.,S/2022/409_PAR_26_SEN_3
Internation al Follow -up Committee on Libya of the Berlin process,S/2022/409_PAR_26_SEN_4
The International Follow -up Committee on Libya of the Berlin process and its working groups continued to serve as the overall framework for international support for the intra -Libyan dialogue trac ks.,S/2022/409_PAR_27_SEN_1
"The security working group, co -chaired by the United Nations, France, Italy, Turkey, the United Kingdom of Great Britain and Northern Ireland and the African Union, continued to meet to discuss progress in the implementation of the ceasefire agreem ent.",S/2022/409_PAR_28_SEN_1
